partition,path,label,source,sha256,phash
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1991.JPG,1,plantvillage,7d4a51c75a02515575f8f579a03e10b6957796870f8bf04b203c0a51c441536a,85780f0fe1bfa1b0
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2586.JPG,1,plantvillage,60ce4adfd490385b5c44878f69046eda21109a2c781c67c04fdfa6d97d7f5807,953e3f52e007e21d
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\3146c9fd-b7eb-4e06-b063-6d9de01a645f___RS_NLB 4222.JPG,3,plantvillage,1a5bfc5803895262f54094444d38d9ca3b870d5f842fb89d8a9a6e08da16c247,8703303cbe56f16e
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\1cf6abd0-261e-4a8c-92b4-92320be88999___R.S_HL 8121 copy 2.jpg,0,plantvillage,4f14f6bb8186e02cb79d6ea219a9ccbb0c8b189431725adbbc39911520712bfc,ccd37136262b5876
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2733.JPG,1,plantvillage,9e8d6dda83508b6c753088ad2c07f61734359593320784bae0fa667521fec903,c0972f0b96f4691e
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\92487305-9d20-46f4-addb-4f50b77e08b8___R.S_HL 8178 copy.jpg,0,plantvillage,a1152293588d29a977941473dffe2d1064a674bd56608302b72e8e7e46920ed8,b7ff5f0791406098
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2724.JPG,1,plantvillage,2eb8b782ee5ada13795f071c8cac2371e54801025530c875f9efa13d5c9694e1,c0a37b9529c635cb
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\e2456029-abe6-4789-a1da-9f1a884c1ab6___RS_NLB 4028.JPG,3,plantvillage,8996192fb3c7f5f559705259e28c193cb912fe6d0528789c0b198fefe199b5b8,a8f9b5d283f8c24a
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2349.JPG,1,plantvillage,1f6fbcdc7b5a06e2df0b698179111ee37fa706a6c02de67d49377b148642c757,85859f3e1d18b8ba
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2039.JPG,1,plantvillage,ab54fe02fd21d7327dd054e7c74b63682e754005a1061026c3d3ce8068c77c72,9ccc629db63a1c2e
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\e6f7d1d1-3233-472b-bc11-597eeb02a120___R.S_HL 0596 copy 3.jpg,0,plantvillage,7ba2bd9b93182b0367a2cf7f6c86cea334ae6e9378026029ba3e00b74e475a42,88d8b387f4f556c0
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\e20d6d7c-2508-4a75-9143-5c49d0c02d12___RS_NLB 3604 copy.jpg,3,plantvillage,c32940e51b08d745cc74bf3e62a21f7a5caeec58e876f0fbd88f6aaddb02068d,acfc70f089c79ac4
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\978f82a3-d8c1-4ad8-a212-cc8b7b3306b8___RS_GLSp 7343 copy.jpg,2,plantvillage,a3e16966ae353025907874885ec25227bbd7a7fe58a1a6426de802d9192a43c1,f9b6a5a1c98b4c43
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f5eb9c66-7174-4f62-8261-7c7520601824___RS_GLSp 9342.JPG,2,plantvillage,d4a350d742488cc0ba3e73dea81ec37d7f2f7a810e1341c8ca93f6b347bb5ac3,803f7fce441e5a1c
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\1a97f807-999a-4215-a0ce-9d2d8ca0f1de___R.S_HL 8344 copy 3.jpg,0,plantvillage,091a8522350ef0228939e39c7b4597a879d9f6d66f26ff21059ead7c95b6e666,d79353486f232574
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\184d5681-6ec2-448b-8474-f7392faec235___R.S_HL 7975 copy.jpg,0,plantvillage,28d216536e34ff0196b73c3fd6236885d16e31e26c388ddac3edebed7a571883,d42fd8b15b351a16
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\2206258a-43f1-481e-ace3-f55851e4c9a9___RS_NLB 4114.JPG,3,plantvillage,d57b9c7ace8ec5fe688f008cc33860622eb272b0b3bb82b7169eb7d4aa30f186,fd217147c3333744
